,gps_height,closeness_to_waterbody,population,permit,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,construction_age
35035,1940,Near,155,TRUE,annually,good,enough,shallow well,hand pump,20
35036,67,Near,678,FALSE,per bucket,good,enough,river/lake,communal standpipe,3
35038,1704,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,51
35041,1505,Far,80,TRUE,monthly,good,insufficient,spring,communal standpipe,37
35042,1776,Far,300,TRUE,never pay,good,insufficient,river/lake,communal standpipe,30
35044,852,Far,100,TRUE,per bucket,good,enough,spring,communal standpipe,14
35046,-55,Near,50,FALSE,never pay,salty,enough,shallow well,hand pump,6
35048,2087,Far,0,FALSE,on failure,good,enough,spring,communal standpipe,39
35050,1280,Far,80,TRUE,never pay,good,enough,spring,communal standpipe,2
35051,738,Far,60,TRUE,monthly,good,enough,river/lake,communal standpipe,3
35053,1600,Far,80,FALSE,never pay,good,enough,spring,communal standpipe,3
35054,-15,Near,40,FALSE,never pay,salty,enough,borehole,hand pump,13
35056,1034,Far,0,TRUE,annually,good,enough,river/lake,communal standpipe,2
35057,1624,Near,240,TRUE,never pay,good,enough,river/lake,communal standpipe,4
35064,1179,Far,35,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
35067,1821,Far,150,FALSE,on failure,good,enough,spring,communal standpipe,21
35070,772,Far,1,TRUE,never pay,good,enough,river/lake,communal standpipe,7
35073,1722,Far,630,TRUE,annually,good,enough,spring,communal standpipe,30
35076,1003,Far,0,TRUE,on failure,good,dry,shallow well,hand pump,20
35079,1653,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,4
35080,134,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,31
35081,1237,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,31
35082,1302,Near,120,TRUE,monthly,good,insufficient,river/lake,communal standpipe,23
35084,1682,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,28
35088,1300,Far,21,TRUE,monthly,good,enough,spring,communal standpipe,33
35089,84,Near,300,FALSE,never pay,good,insufficient,borehole,hand pump,13
35090,30,Near,200,FALSE,never pay,good,dry,shallow well,hand pump,4
35092,1149,Near,452,TRUE,on failure,good,enough,spring,communal standpipe,35
35098,959,Near,206,TRUE,per bucket,good,enough,river/lake,communal standpipe,1
35100,756,Far,130,TRUE,monthly,good,enough,spring,communal standpipe,2
35101,773,Far,1500,FALSE,per bucket,good,insufficient,borehole,communal standpipe,52
35102,1698,Far,0,TRUE,never pay,good,enough,shallow well,hand pump,13
35103,1537,Far,200,FALSE,never pay,good,enough,borehole,hand pump,28
35104,1377,Near,1400,TRUE,monthly,good,enough,river/lake,communal standpipe,17
35106,223,Near,40,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
35107,12,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
35109,1472,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,7
35113,407,Near,150,TRUE,per bucket,good,insufficient,borehole,communal standpipe,43
35115,801,Near,669,TRUE,monthly,good,enough,river/lake,communal standpipe,4
35117,538,Near,180,TRUE,never pay,salty,enough,shallow well,hand pump,2
35119,761,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,28
35121,36,Near,735,FALSE,never pay,good,dry,shallow well,hand pump,6
35122,117,Near,30,TRUE,per bucket,good,enough,borehole,communal standpipe,8
35124,1001,Far,62,TRUE,never pay,good,enough,spring,communal standpipe,35
35127,1306,Far,340,TRUE,never pay,good,enough,spring,communal standpipe,1
35129,823,Far,60,TRUE,per bucket,good,dry,borehole,hand pump,2
35130,2180,Far,15,FALSE,annually,good,enough,spring,communal standpipe,13
35131,1502,Far,150,FALSE,annually,good,enough,borehole,hand pump,28
35132,386,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,12
35136,1089,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,14
35137,1721,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,20
35140,1267,Near,650,TRUE,monthly,good,enough,river/lake,communal standpipe,11
35141,1409,Far,643,TRUE,per bucket,good,enough,borehole,hand pump,6
35142,908,Near,200,TRUE,per bucket,good,enough,borehole,communal standpipe,13
35143,315,Far,200,TRUE,monthly,good,enough,river/lake,communal standpipe,5
35147,2098,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,23
35149,832,Far,560,TRUE,on failure,good,seasonal,river/lake,communal standpipe,31
35150,2200,Far,0,TRUE,annually,good,enough,spring,communal standpipe,5
35151,37,Near,60,TRUE,per bucket,good,enough,river/lake,communal standpipe,5
35152,1084,Far,15,TRUE,monthly,good,insufficient,spring,communal standpipe,41
35156,1127,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,10
35161,720,Far,1,FALSE,never pay,good,insufficient,borehole,hand pump,2
35162,1655,Far,80,TRUE,never pay,good,insufficient,river/lake,communal standpipe,10
35163,220,Far,400,TRUE,never pay,good,insufficient,borehole,communal standpipe,37
35164,1094,Near,1,TRUE,never pay,good,enough,borehole,communal standpipe,7
35165,235,Far,1300,TRUE,never pay,good,insufficient,river/lake,communal standpipe,29
35172,1471,Near,342,TRUE,never pay,good,enough,borehole,hand pump,19
35176,850,Near,600,TRUE,monthly,good,insufficient,river/lake,communal standpipe,28
35177,1731,Far,85,TRUE,monthly,good,seasonal,river/lake,communal standpipe,35
35178,2348,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,27
35179,185,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,1
35180,1847,Far,150,TRUE,on failure,good,enough,spring,communal standpipe,23
35181,162,Near,50,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
35184,2026,Far,15,FALSE,monthly,good,insufficient,spring,communal standpipe,7
35187,1757,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,21
35188,1445,Far,1,TRUE,per bucket,good,enough,spring,communal standpipe,5
35190,1357,Far,1,FALSE,never pay,good,enough,shallow well,hand pump,17
35196,1109,Far,200,TRUE,annually,good,enough,borehole,hand pump,23
35198,1316,Far,35,FALSE,on failure,good,enough,river/lake,communal standpipe,33
35199,318,Far,200,TRUE,on failure,good,insufficient,shallow well,hand pump,5
35202,1342,Near,900,TRUE,per bucket,good,enough,borehole,communal standpipe,5
35203,562,Near,350,TRUE,per bucket,good,dry,river/lake,communal standpipe,33
35204,1733,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,28
35210,2137,Far,0,FALSE,on failure,good,enough,spring,communal standpipe,39
35213,309,Far,360,TRUE,monthly,good,enough,borehole,hand pump,3
35214,1800,Far,123,TRUE,on failure,good,insufficient,spring,communal standpipe,1
35216,1658,Far,200,TRUE,per bucket,good,enough,river/lake,communal standpipe,4
35218,1954,Far,225,FALSE,annually,good,enough,spring,communal standpipe,19
35222,1095,Near,243,TRUE,on failure,good,enough,borehole,hand pump,22
35225,845,Far,120,TRUE,on failure,good,seasonal,river/lake,communal standpipe,30
35226,372,Near,620,TRUE,never pay,good,dry,shallow well,hand pump,4
35231,207,Near,400,FALSE,monthly,salty,insufficient,shallow well,hand pump,8
35234,91,Near,120,TRUE,never pay,good,enough,river/lake,communal standpipe,37
35236,350,Far,1,TRUE,monthly,good,enough,river/lake,communal standpipe,18
35237,722,Far,35,TRUE,per bucket,good,enough,spring,communal standpipe,12
35238,303,Near,75,FALSE,never pay,good,seasonal,river/lake,communal standpipe,46
35239,2134,Far,25,TRUE,annually,good,enough,spring,communal standpipe,18
35240,1757,Far,75,FALSE,monthly,good,enough,spring,communal standpipe,12
35243,1309,Near,360,TRUE,never pay,good,insufficient,river/lake,communal standpipe,2
35246,1087,Near,145,TRUE,monthly,good,enough,river/lake,communal standpipe,7
35248,17,Near,15,TRUE,per bucket,good,enough,river/lake,communal standpipe,11
35249,312,Far,300,TRUE,never pay,good,insufficient,river/lake,communal standpipe,17
35252,1655,Far,55,TRUE,monthly,good,enough,river/lake,communal standpipe,35
35254,2073,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,18
35256,1002,Far,0,TRUE,annually,good,seasonal,shallow well,hand pump,22
35257,164,Near,1,FALSE,per bucket,good,enough,river/lake,communal standpipe,30
35264,1723,Far,75,FALSE,never pay,good,enough,borehole,hand pump,22
35266,2137,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,24
35267,393,Far,1,TRUE,never pay,good,enough,river/lake,communal standpipe,31
35269,1467,Near,525,TRUE,monthly,good,enough,shallow well,hand pump,15
35272,1336,Near,800,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
35275,-29,Near,580,TRUE,per bucket,good,enough,borehole,communal standpipe,9
35277,817,Near,155,TRUE,monthly,good,enough,river/lake,communal standpipe,4
35278,1264,Far,90,TRUE,monthly,good,enough,spring,communal standpipe,13
35281,1228,Far,65,TRUE,per bucket,good,enough,spring,communal standpipe,14
35284,140,Near,100,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
35285,286,Far,400,TRUE,never pay,good,insufficient,shallow well,hand pump,9
35286,1641,Near,209,TRUE,annually,good,enough,spring,communal standpipe,5
35287,1580,Near,205,TRUE,never pay,good,enough,spring,communal standpipe,5
35289,45,Near,20,FALSE,per bucket,salty,enough,borehole,communal standpipe,6
35291,-4,Near,250,FALSE,never pay,good,enough,shallow well,hand pump,6
35295,380,Near,60,TRUE,never pay,good,enough,spring,communal standpipe,12
35297,1078,Far,200,FALSE,monthly,good,insufficient,shallow well,hand pump,26
35303,1674,Far,80,FALSE,monthly,good,enough,spring,communal standpipe,7
35304,1374,Near,250,TRUE,monthly,good,enough,river/lake,communal standpipe,11
35308,-23,Near,60,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,3
35310,706,Far,780,TRUE,never pay,good,enough,shallow well,hand pump,23
35311,238,Far,1000,TRUE,never pay,other,insufficient,shallow well,hand pump,29
35313,1493,Far,99,FALSE,on failure,good,enough,spring,communal standpipe,8
35314,206,Near,600,FALSE,never pay,salty,dry,shallow well,hand pump,30
35318,423,Near,490,TRUE,per bucket,good,enough,borehole,communal standpipe,19
35320,1103,Far,100,TRUE,never pay,good,enough,spring,communal standpipe,26
35326,997,Near,160,TRUE,monthly,good,enough,river/lake,communal standpipe,8
35330,560,Far,1,FALSE,never pay,good,insufficient,river/lake,hand pump,29
35333,1259,Far,60,TRUE,per bucket,good,enough,spring,communal standpipe,14
35334,1378,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,12
35335,1199,Far,1,TRUE,annually,good,enough,spring,communal standpipe,18
35337,324,Far,1,TRUE,never pay,good,dry,river/lake,communal standpipe,41
35339,1851,Far,450,TRUE,monthly,good,enough,spring,communal standpipe,4
35340,1183,Far,150,TRUE,never pay,good,enough,spring,communal standpipe,7
35341,844,Far,219,TRUE,monthly,good,dry,river/lake,communal standpipe,28
35343,1343,Far,65,TRUE,per bucket,good,enough,spring,communal standpipe,14
35346,1544,Far,200,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,11
35347,1418,Far,200,TRUE,per bucket,good,enough,spring,communal standpipe,3
35348,967,Far,0,TRUE,monthly,good,dry,river/lake,communal standpipe,36
35350,0,Far,1060,TRUE,annually,good,insufficient,shallow well,hand pump,18
35351,805,Near,1000,TRUE,per bucket,good,dry,river/lake,communal standpipe,42
35353,369,Near,210,TRUE,monthly,good,seasonal,borehole,communal standpipe,31
35354,1682,Far,150,TRUE,never pay,good,enough,spring,communal standpipe,13
35356,466,Far,120,TRUE,never pay,good,enough,river/lake,communal standpipe,31
35358,1830,Far,2300,TRUE,monthly,salty,enough,borehole,hand pump,22
35362,687,Far,100,TRUE,monthly,good,insufficient,borehole,communal standpipe,2
35363,1160,Near,965,FALSE,on failure,salty,enough,shallow well,hand pump,4
35364,1295,Far,20,TRUE,per bucket,good,enough,spring,communal standpipe,5
35365,271,Far,200,TRUE,never pay,good,insufficient,river/lake,communal standpipe,40
35367,667,Far,1,FALSE,annually,good,enough,borehole,hand pump,17
35369,1939,Far,275,FALSE,annually,good,enough,spring,communal standpipe,19
35370,17,Near,150,FALSE,per bucket,good,enough,borehole,communal standpipe,3
35371,1286,Far,250,TRUE,never pay,good,insufficient,spring,communal standpipe,6
35376,1680,Far,48,FALSE,annually,good,enough,river/lake,communal standpipe,9
35378,-8,Near,640,TRUE,per bucket,good,seasonal,borehole,communal standpipe,4
35379,355,Far,150,TRUE,monthly,good,insufficient,shallow well,hand pump,22
35381,258,Near,200,FALSE,never pay,good,insufficient,river/lake,communal standpipe,46
35382,1450,Near,150,TRUE,never pay,good,enough,borehole,hand pump,10
35383,1491,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,13
35384,76,Near,1,TRUE,per bucket,good,enough,river/lake,communal standpipe,8
35386,36,Near,126,FALSE,per bucket,good,enough,borehole,communal standpipe,4
35389,936,Far,300,TRUE,per bucket,good,enough,spring,communal standpipe,43
35391,1438,Far,70,TRUE,on failure,good,dry,spring,communal standpipe,5
35392,-4,Near,440,TRUE,per bucket,good,enough,river/lake,communal standpipe,8
35394,16,Near,1,TRUE,per bucket,good,enough,shallow well,hand pump,2
35396,656,Far,750,FALSE,monthly,salty,enough,borehole,hand pump,1
35398,171,Near,1,FALSE,per bucket,good,enough,river/lake,communal standpipe,30
35399,869,Far,130,TRUE,per bucket,good,insufficient,spring,communal standpipe,26
35401,1142,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,33
35403,1208,Near,150,TRUE,never pay,good,insufficient,river/lake,communal standpipe,35
35404,1513,Far,0,TRUE,annually,good,enough,river/lake,communal standpipe,16
35406,252,Far,960,TRUE,never pay,good,insufficient,shallow well,hand pump,16
35407,495,Far,200,TRUE,monthly,good,enough,river/lake,communal standpipe,0
35409,179,Near,80,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
35410,1032,Far,1500,TRUE,per bucket,good,insufficient,borehole,communal standpipe,9
35413,1235,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,43
35414,335,Far,1,TRUE,never pay,good,enough,river/lake,communal standpipe,29
35415,1568,Far,1,FALSE,annually,other,enough,borehole,hand pump,29
35418,241,Far,260,TRUE,never pay,good,seasonal,shallow well,hand pump,8
35419,279,Near,100,TRUE,per bucket,good,enough,river/lake,communal standpipe,5
35424,1623,Far,45,TRUE,monthly,good,seasonal,river/lake,communal standpipe,35
35427,1401,Near,350,FALSE,never pay,salty,enough,borehole,communal standpipe,35
35428,235,Near,50,TRUE,monthly,good,enough,spring,communal standpipe,9
35429,843,Far,600,TRUE,per bucket,good,enough,river/lake,communal standpipe,31
35431,1426,Near,189,TRUE,on failure,good,enough,borehole,hand pump,26
35434,716,Far,150,TRUE,per bucket,good,enough,borehole,communal standpipe,5
35436,619,Far,240,TRUE,monthly,good,enough,borehole,hand pump,5
35438,1640,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,6
35439,1491,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,33
35443,1145,Far,260,TRUE,annually,salty,insufficient,borehole,hand pump,25
35445,1765,Far,300,TRUE,monthly,good,enough,river/lake,communal standpipe,26
35446,-42,Near,140,FALSE,per bucket,salty,seasonal,borehole,communal standpipe,13
35450,518,Far,60,TRUE,monthly,good,dry,spring,communal standpipe,21
35451,114,Near,200,FALSE,per bucket,good,insufficient,river/lake,communal standpipe,34
35452,386,Far,1,TRUE,per bucket,salty,insufficient,borehole,communal standpipe,4
35453,2626,Far,180,TRUE,never pay,good,enough,river/lake,communal standpipe,10
35454,1002,Far,100,TRUE,on failure,good,enough,shallow well,hand pump,13
35455,99,Near,2683,TRUE,never pay,good,insufficient,shallow well,hand pump,11
35459,1257,Far,30,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
35466,1754,Near,150,TRUE,on failure,good,insufficient,shallow well,hand pump,19
35467,52,Near,60,FALSE,never pay,good,insufficient,river/lake,communal standpipe,40
35473,1608,Near,400,TRUE,never pay,good,enough,river/lake,communal standpipe,40
35481,1386,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,39
35482,1213,Far,350,TRUE,never pay,good,enough,spring,communal standpipe,40
35485,1399,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,3
35486,1421,Far,10,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
35487,1406,Far,150,TRUE,annually,good,enough,river/lake,communal standpipe,29
35492,0,Far,150,TRUE,per bucket,good,enough,borehole,communal standpipe,29
35494,390,Near,60,FALSE,per bucket,good,insufficient,spring,communal standpipe,4
35495,172,Near,30,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
35497,66,Near,1,TRUE,per bucket,good,enough,borehole,communal standpipe,4
35498,424,Far,1,FALSE,monthly,good,enough,borehole,hand pump,25
35500,1215,Near,850,TRUE,annually,good,enough,shallow well,hand pump,23
35501,1623,Far,350,TRUE,never pay,good,enough,river/lake,communal standpipe,41
35502,1508,Far,30,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
35503,51,Near,1,TRUE,never pay,good,enough,borehole,hand pump,6
35504,1112,Near,1500,FALSE,per bucket,good,enough,shallow well,hand pump,5
35505,502,Near,400,FALSE,never pay,good,enough,spring,communal standpipe,23
35506,193,Near,1,FALSE,never pay,good,seasonal,spring,communal standpipe,14
35507,1254,Near,1152,FALSE,never pay,good,insufficient,borehole,communal standpipe,5
35509,1586,Far,80,FALSE,on failure,good,enough,borehole,hand pump,5
35511,1699,Far,300,TRUE,never pay,good,dry,river/lake,communal standpipe,41
35512,2066,Far,300,TRUE,monthly,good,enough,spring,communal standpipe,38
35520,274,Far,584,TRUE,never pay,good,insufficient,river/lake,communal standpipe,6
35521,1106,Near,1250,FALSE,monthly,salty,enough,shallow well,hand pump,6
