,region
30397,Kilimanjaro
30398,Pwani
30399,Rukwa
30401,Morogoro
30402,Pwani
30403,Ruvuma
30405,Singida
30406,Kilimanjaro
30407,Kigoma
30408,Tanga
30410,Iringa
30413,Mara
30414,Morogoro
30416,Iringa
30419,Pwani
30421,Morogoro
30423,Arusha
30426,Iringa
30427,Ruvuma
30429,Iringa
30430,Manyara
30431,Rukwa
30433,Kilimanjaro
30434,Singida
30438,Tanga
30441,Iringa
30444,Iringa
30447,Iringa
30448,Pwani
30451,Iringa
30455,Manyara
30458,Tanga
30463,Morogoro
30464,Pwani
30468,Dar es Salaam
30469,Iringa
30470,Tanga
30472,Kilimanjaro
30474,Morogoro
30476,Ruvuma
30477,Kilimanjaro
30480,Kilimanjaro
30482,Lindi
30483,Dar es Salaam
30486,Kilimanjaro
30491,Pwani
30492,Mwanza
30493,Kigoma
30497,Singida
30501,Kilimanjaro
30502,Morogoro
30503,Mara
30504,Iringa
30508,Ruvuma
30511,Arusha
30514,Tanga
30515,Arusha
30517,Tanga
30518,Ruvuma
30520,Iringa
30524,Iringa
30529,Pwani
30530,Iringa
30531,Kilimanjaro
30535,Mara
30538,Ruvuma
30539,Dar es Salaam
30544,Mtwara
30546,Manyara
30548,Singida
30552,Manyara
30555,Arusha
30556,Singida
30560,Ruvuma
30561,Kigoma
30562,Morogoro
30565,Iringa
30567,Morogoro
30572,Rukwa
30574,Kilimanjaro
30575,Mara
30578,Kigoma
30579,Iringa
30586,Iringa
30588,Kilimanjaro
30589,Rukwa
30591,Ruvuma
30593,Singida
30598,Kilimanjaro
30599,Morogoro
30600,Kilimanjaro
30602,Morogoro
30606,Arusha
30611,Kilimanjaro
30612,Arusha
30613,Dar es Salaam
30614,Dar es Salaam
30616,Pwani
30617,Arusha
30618,Rukwa
30619,Shinyanga
30621,Lindi
30624,Manyara
30625,Iringa
30627,Iringa
30628,Iringa
30631,Kilimanjaro
30635,Morogoro
30636,Iringa
30637,Iringa
30640,Kigoma
30642,Iringa
30643,Tanga
30644,Morogoro
30645,Kigoma
30650,Mara
30651,Iringa
30653,Iringa
30654,Mtwara
30655,Mara
30658,Iringa
30659,Arusha
30662,Morogoro
30663,Kilimanjaro
30665,Tanga
30666,Arusha
30668,Iringa
30672,Arusha
30674,Tanga
30675,Iringa
30676,Iringa
30678,Arusha
30680,Dar es Salaam
30683,Morogoro
30685,Arusha
30686,Ruvuma
30689,Pwani
30690,Ruvuma
30692,Morogoro
30693,Morogoro
30699,Mwanza
30702,Arusha
30704,Pwani
30708,Mwanza
30717,Tanga
30718,Tanga
30722,Iringa
30724,Ruvuma
30725,Pwani
30726,Mara
30727,Iringa
30728,Iringa
30729,Lindi
30731,Iringa
30733,Morogoro
30734,Manyara
30735,Arusha
30737,Rukwa
30738,Tanga
30739,Morogoro
30740,Singida
30742,Pwani
30743,Pwani
30747,Tanga
30749,Pwani
30750,Lindi
30753,Kilimanjaro
30756,Tanga
30757,Mara
30758,Rukwa
30760,Morogoro
30762,Kilimanjaro
30763,Tanga
30764,Morogoro
30765,Pwani
30766,Mtwara
30772,Morogoro
30773,Iringa
30778,Ruvuma
30779,Dar es Salaam
30781,Mwanza
30783,Kilimanjaro
30785,Kilimanjaro
30788,Morogoro
30790,Lindi
30791,Kigoma
30792,Rukwa
30793,Tanga
30797,Rukwa
30800,Pwani
30801,Ruvuma
30802,Mtwara
30803,Tanga
30806,Kilimanjaro
30807,Ruvuma
30808,Lindi
30809,Iringa
30813,Ruvuma
30814,Iringa
30815,Morogoro
30818,Mtwara
30819,Morogoro
30820,Tanga
30823,Pwani
30825,Pwani
30826,Kigoma
30827,Kilimanjaro
30828,Tanga
30829,Iringa
30832,Singida
30839,Singida
30842,Ruvuma
30843,Iringa
30845,Kilimanjaro
30849,Lindi
30852,Morogoro
30854,Manyara
30855,Rukwa
30858,Ruvuma
30859,Iringa
30861,Kilimanjaro
30864,Morogoro
30865,Morogoro
30866,Kilimanjaro
30868,Iringa
30871,Pwani
30873,Kigoma
30874,Iringa
30875,Singida
30877,Iringa
30878,Morogoro
30879,Iringa
30880,Lindi
30883,Lindi
30885,Rukwa
30888,Kilimanjaro
30889,Ruvuma
30890,Arusha
30894,Pwani
30895,Kigoma
30896,Mara
30897,Dar es Salaam
30901,Kigoma
30905,Iringa
30908,Iringa
30909,Kilimanjaro
30912,Arusha
30915,Rukwa
30916,Mtwara
30917,Pwani
30918,Mtwara
30921,Ruvuma
30924,Manyara
30927,Arusha
30940,Tanga
30942,Singida
30943,Lindi
30944,Mtwara
30946,Iringa
30947,Kigoma
30952,Dar es Salaam
30954,Kilimanjaro
30955,Iringa
30956,Tanga
30957,Kigoma
30958,Rukwa
30959,Kilimanjaro
30960,Morogoro
30961,Manyara
30963,Morogoro
30970,Iringa
30971,Pwani
30972,Pwani
30973,Mtwara
30974,Iringa
30983,Kilimanjaro
30984,Iringa
30986,Iringa
30987,Kigoma
30994,Tanga
30995,Kigoma
30997,Kigoma
30998,Morogoro
31002,Dar es Salaam
31004,Arusha
31005,Iringa
31006,Morogoro
31007,Kilimanjaro
31008,Tanga
31009,Ruvuma
31012,Iringa
31014,Kilimanjaro
31015,Kilimanjaro
31016,Rukwa
31019,Dar es Salaam
31020,Ruvuma
31021,Iringa
31026,Lindi
31027,Arusha
31032,Morogoro
31033,Kigoma
31034,Tanga
31036,Kilimanjaro
31037,Lindi
31039,Kilimanjaro
31040,Morogoro
31041,Tanga
31042,Kigoma
31044,Rukwa
31047,Iringa
31049,Iringa
31051,Rukwa
31055,Arusha
31057,Tanga
31059,Morogoro
31060,Kilimanjaro
31061,Morogoro
31063,Iringa
31066,Kigoma
31067,Iringa
31068,Morogoro
31069,Pwani
31072,Lindi
31073,Ruvuma
31075,Singida
31078,Singida
31080,Singida
31081,Arusha
31082,Morogoro
31083,Iringa
31084,Mara
31085,Tanga
31086,Manyara
31087,Kilimanjaro
31089,Mtwara
31091,Iringa
31096,Kilimanjaro
31097,Iringa
31098,Kilimanjaro
31102,Kigoma
31103,Morogoro
31104,Singida
31106,Iringa
31108,Kilimanjaro
31109,Pwani
31111,Pwani
31113,Iringa
31116,Iringa
31119,Kigoma
31121,Mtwara
31122,Manyara
31127,Dar es Salaam
31129,Arusha
31131,Kigoma
31132,Kilimanjaro
31133,Mwanza
31135,Rukwa
31138,Lindi
31140,Kilimanjaro
31144,Kilimanjaro
31149,Iringa
31151,Kilimanjaro
31155,Tanga
31156,Singida
31157,Iringa
31159,Iringa
31160,Rukwa
31162,Iringa
31163,Kilimanjaro
31166,Iringa
31167,Rukwa
31168,Iringa
31169,Morogoro
31172,Mtwara
31173,Iringa
31174,Ruvuma
31175,Morogoro
31176,Kigoma
31178,Mtwara
31179,Morogoro
31181,Arusha
31183,Dar es Salaam
31188,Kilimanjaro
31193,Kilimanjaro
31194,Iringa
31195,Arusha
31196,Arusha
31198,Kilimanjaro
31200,Lindi
31201,Morogoro
31202,Arusha
31205,Kilimanjaro
31206,Iringa
31208,Iringa
31209,Kigoma
31210,Morogoro
31212,Singida
31215,Iringa
31216,Iringa
31220,Mara
31223,Rukwa
31225,Tanga
31226,Iringa
31228,Mtwara
31229,Mwanza
31230,Mara
31232,Shinyanga
31235,Iringa
31239,Rukwa
31240,Iringa
31241,Arusha
31242,Kilimanjaro
31247,Morogoro
31251,Pwani
31254,Kilimanjaro
31257,Kilimanjaro
31258,Tanga
31260,Arusha
31261,Pwani
31265,Morogoro
31268,Iringa
31274,Morogoro
31278,Manyara
31281,Kilimanjaro
31284,Mtwara
31285,Morogoro
31286,Dar es Salaam
31287,Lindi
31288,Singida
31293,Morogoro
31294,Kilimanjaro
31298,Kigoma
31300,Tanga
31304,Mara
31305,Iringa
31306,Manyara
31307,Iringa
31309,Kilimanjaro
31310,Morogoro
31311,Kilimanjaro
31312,Morogoro
31313,Pwani
31315,Tanga
31316,Arusha
31317,Iringa
31319,Iringa
31320,Shinyanga
31324,Kilimanjaro
31325,Kilimanjaro
31327,Manyara
31329,Arusha
31330,Ruvuma
31333,Kilimanjaro
31334,Morogoro
31336,Iringa
31337,Morogoro
31340,Mtwara
31342,Arusha
31343,Arusha
31344,Rukwa
31345,Ruvuma
31347,Iringa
31348,Manyara
31354,Singida
31355,Kigoma
31356,Kigoma
31358,Kigoma
31360,Rukwa
31361,Iringa
31364,Kigoma
31367,Morogoro
31368,Manyara
31372,Iringa
31375,Iringa
31378,Dar es Salaam
31379,Kilimanjaro
31382,Morogoro
31383,Pwani
31390,Ruvuma
31393,Mtwara
31396,Iringa
31397,Ruvuma
31399,Tanga
31405,Singida
31406,Manyara
31411,Mtwara
31414,Iringa
31415,Pwani
31416,Ruvuma
31418,Rukwa
31419,Dar es Salaam
31421,Iringa
31424,Kigoma
31427,Manyara
31430,Pwani
31431,Kigoma
31433,Iringa
31434,Morogoro
31436,Kilimanjaro
31438,Morogoro
31439,Iringa
31440,Tanga
31442,Kilimanjaro
31444,Pwani
31448,Manyara
31449,Kilimanjaro
31451,Iringa
31453,Iringa
31454,Mtwara
31456,Mtwara
31458,Tanga
31464,Kigoma
31468,Morogoro
31473,Singida
31474,Kigoma
31477,Dar es Salaam
31478,Rukwa
31482,Iringa
31483,Iringa
31484,Tanga
31485,Iringa
31486,Iringa
31487,Pwani
31491,Ruvuma
31494,Ruvuma
31495,Ruvuma
31497,Tanga
31498,Rukwa
31500,Arusha
31504,Ruvuma
31506,Tanga
31508,Pwani
31510,Pwani
31518,Tanga
31520,Ruvuma
31522,Tanga
31526,Singida
31529,Morogoro
31531,Kilimanjaro
31535,Arusha
31538,Arusha
31539,Iringa
31541,Pwani
31542,Kilimanjaro
31545,Rukwa
31547,Iringa
31548,Singida
31550,Morogoro
31551,Morogoro
31553,Morogoro
31555,Morogoro
31556,Morogoro
31559,Singida
31560,Ruvuma
31561,Iringa
31565,Arusha
31566,Arusha
31567,Kilimanjaro
31569,Iringa
31571,Iringa
31572,Mtwara
31577,Iringa
31579,Pwani
31581,Iringa
31582,Kilimanjaro
31584,Singida
31585,Mara
31586,Iringa
31587,Rukwa
31589,Arusha
31595,Kigoma
31596,Pwani
31597,Morogoro
31601,Pwani
31602,Kigoma
31603,Pwani
31604,Arusha
31606,Tanga
31607,Kigoma
31611,Morogoro
31612,Arusha
31613,Manyara
31614,Arusha
31615,Morogoro
31617,Rukwa
31618,Ruvuma
31620,Manyara
31621,Mara
31622,Morogoro
31626,Arusha
31629,Kilimanjaro
31630,Morogoro
31631,Ruvuma
31632,Morogoro
31633,Kigoma
31634,Kilimanjaro
31635,Kilimanjaro
31636,Iringa
31641,Iringa
31642,Lindi
31644,Ruvuma
31645,Ruvuma
31647,Iringa
31649,Morogoro
31653,Iringa
31655,Arusha
31656,Kigoma
31659,Mtwara
31663,Dar es Salaam
31666,Iringa
31672,Mara
31676,Morogoro
31679,Tanga
31682,Iringa
31685,Lindi
31686,Pwani
31687,Iringa
31689,Morogoro
31690,Kigoma
31691,Pwani
31692,Morogoro
31699,Kilimanjaro
31701,Rukwa
31704,Iringa
31705,Iringa
31706,Iringa
31707,Arusha
31713,Pwani
31716,Manyara
31719,Tanga
31724,Arusha
31726,Kilimanjaro
31728,Kilimanjaro
31729,Rukwa
31732,Tanga
31733,Arusha
31735,Iringa
31737,Arusha
31739,Kilimanjaro
31740,Kigoma
31741,Morogoro
31743,Kigoma
31744,Ruvuma
31746,Morogoro
31750,Kilimanjaro
31751,Lindi
31752,Kilimanjaro
31756,Pwani
31760,Morogoro
31761,Manyara
31765,Rukwa
31766,Iringa
31770,Arusha
31771,Kigoma
31774,Tanga
31776,Kilimanjaro
31777,Kigoma
31778,Arusha
31780,Rukwa
31781,Kilimanjaro
31783,Iringa
31786,Kilimanjaro
31788,Morogoro
31790,Ruvuma
31793,Iringa
31794,Iringa
31795,Iringa
31796,Pwani
31797,Iringa
31799,Iringa
31801,Iringa
31802,Mara
31806,Mara
31807,Arusha
31809,Singida
31812,Mara
31818,Arusha
31821,Singida
31824,Tanga
31825,Tanga
31828,Arusha
31830,Lindi
31831,Manyara
31832,Dar es Salaam
31837,Singida
31839,Iringa
31842,Mara
31844,Mtwara
31850,Iringa
31855,Rukwa
31856,Iringa
31861,Manyara
31867,Morogoro
31868,Pwani
31869,Kilimanjaro
31870,Kilimanjaro
31871,Iringa
31873,Tanga
31876,Shinyanga
31877,Morogoro
31879,Iringa
31880,Ruvuma
31883,Kilimanjaro
31886,Kilimanjaro
31887,Arusha
31888,Kigoma
31889,Kilimanjaro
31890,Pwani
31891,Kilimanjaro
31892,Ruvuma
31897,Arusha
31898,Pwani
31902,Kigoma
31906,Pwani
31907,Kilimanjaro
31908,Iringa
31909,Iringa
31911,Rukwa
31914,Lindi
31916,Pwani
31921,Iringa
31922,Mtwara
31923,Tanga
31931,Arusha
31932,Kilimanjaro
31939,Iringa
31941,Iringa
31942,Morogoro
31943,Iringa
31944,Iringa
31945,Kilimanjaro
31946,Rukwa
31947,Iringa
31948,Manyara
31950,Iringa
31952,Iringa
31957,Mtwara
31958,Kilimanjaro
31961,Iringa
31963,Ruvuma
31965,Iringa
31967,Singida
31968,Kigoma
31969,Manyara
31970,Iringa
31971,Mara
31972,Ruvuma
31974,Singida
31975,Lindi
31976,Pwani
31979,Iringa
31982,Arusha
31985,Ruvuma
31990,Morogoro
31991,Tanga
31993,Rukwa
31995,Iringa
31996,Morogoro
31997,Manyara
31998,Iringa
32000,Singida
32002,Ruvuma
32004,Iringa
32005,Kilimanjaro
32006,Morogoro
32009,Dar es Salaam
32014,Pwani
32017,Manyara
32018,Pwani
32020,Rukwa
32021,Kilimanjaro
32025,Iringa
32029,Kigoma
32030,Tanga
32031,Kigoma
32032,Ruvuma
32035,Singida
32037,Iringa
32038,Rukwa
32039,Mtwara
32040,Iringa
32042,Iringa
32047,Morogoro
32050,Kilimanjaro
32051,Kilimanjaro
32052,Morogoro
32053,Singida
32055,Morogoro
32058,Ruvuma
32060,Morogoro
32061,Iringa
32064,Kilimanjaro
32065,Morogoro
32066,Arusha
32067,Iringa
32068,Pwani
32069,Dar es Salaam
32070,Arusha
32071,Iringa
32073,Manyara
32076,Iringa
32077,Pwani
32081,Tanga
32083,Kilimanjaro
32084,Kilimanjaro
32085,Rukwa
32087,Iringa
32088,Iringa
32089,Morogoro
32094,Tanga
32097,Arusha
32098,Iringa
32100,Morogoro
32101,Morogoro
32109,Pwani
32112,Mara
32113,Mara
32114,Morogoro
32115,Rukwa
32117,Kilimanjaro
32118,Morogoro
32120,Singida
32125,Rukwa
32130,Pwani
32131,Arusha
32134,Kilimanjaro
32135,Singida
32136,Lindi
32138,Kilimanjaro
32139,Morogoro
32144,Morogoro
32145,Morogoro
32147,Tanga
32150,Tanga
32152,Kigoma
32156,Rukwa
32158,Tanga
32162,Kilimanjaro
32168,Morogoro
32169,Morogoro
32170,Pwani
32173,Pwani
32174,Mara
32177,Rukwa
32180,Iringa
32181,Morogoro
32183,Iringa
32185,Mtwara
32186,Ruvuma
32190,Tanga
32193,Pwani
32196,Singida
32198,Pwani
32199,Iringa
32200,Pwani
32201,Rukwa
32202,Pwani
32203,Dar es Salaam
32206,Ruvuma
32209,Arusha
32218,Pwani
32221,Morogoro
32222,Mara
32225,Kigoma
32229,Morogoro
32230,Kilimanjaro
32231,Singida
32232,Lindi
32233,Kilimanjaro
32236,Kigoma
32242,Kilimanjaro
32243,Arusha
32245,Kigoma
32255,Tanga
32259,Iringa
32262,Kilimanjaro
32263,Ruvuma
32264,Iringa
32267,Ruvuma
32269,Iringa
32274,Pwani
32277,Singida
32278,Manyara
32280,Mwanza
32282,Morogoro
32287,Mwanza
32288,Tanga
32291,Mtwara
32292,Tanga
32294,Mtwara
32296,Iringa
32299,Singida
32300,Kilimanjaro
32301,Mtwara
32302,Manyara
32303,Rukwa
32304,Rukwa
32306,Ruvuma
32310,Rukwa
32317,Mtwara
32318,Tanga
32320,Kilimanjaro
32321,Morogoro
32322,Rukwa
32323,Iringa
32324,Ruvuma
32326,Morogoro
32328,Iringa
32331,Morogoro
32332,Ruvuma
32341,Ruvuma
32342,Kilimanjaro
32343,Morogoro
32344,Kilimanjaro
32349,Singida
32350,Mtwara
32351,Mara
32353,Singida
32355,Kilimanjaro
32356,Iringa
32357,Arusha
32358,Kilimanjaro
32359,Morogoro
32361,Manyara
32362,Tanga
32364,Iringa
32365,Shinyanga
32367,Morogoro
32368,Tanga
32369,Kilimanjaro
32371,Iringa
32373,Iringa
32377,Iringa
32378,Ruvuma
32381,Rukwa
32383,Singida
32384,Kigoma
32385,Pwani
32386,Mwanza
32387,Ruvuma
32390,Morogoro
32391,Arusha
32392,Pwani
32393,Tanga
32397,Singida
32400,Morogoro
32402,Arusha
32404,Kilimanjaro
32405,Kilimanjaro
32407,Iringa
32409,Dar es Salaam
32410,Dar es Salaam
32412,Kilimanjaro
32413,Pwani
32415,Iringa
32416,Morogoro
32419,Tanga
32420,Kilimanjaro
32421,Ruvuma
32425,Tanga
32427,Morogoro
32428,Kilimanjaro
32433,Iringa
32436,Ruvuma
32439,Morogoro
32443,Arusha
32444,Kigoma
32445,Iringa
32446,Rukwa
32447,Kigoma
32453,Tanga
32454,Morogoro
32455,Iringa
32458,Kilimanjaro
32460,Morogoro
32463,Pwani
32466,Kilimanjaro
32467,Rukwa
32470,Rukwa
32471,Ruvuma
32473,Ruvuma
32478,Arusha
32479,Singida
32480,Pwani
32483,Iringa
32487,Tanga
32491,Ruvuma
32492,Mtwara
32493,Arusha
32496,Ruvuma
32499,Morogoro
32500,Kigoma
32503,Manyara
32506,Kigoma
32507,Kilimanjaro
32508,Iringa
32510,Dar es Salaam
32511,Rukwa
32512,Morogoro
32514,Singida
32516,Dar es Salaam
32519,Morogoro
32520,Kilimanjaro
32528,Iringa
32529,Ruvuma
32530,Manyara
32531,Kilimanjaro
32532,Arusha
32533,Ruvuma
32534,Iringa
32546,Kilimanjaro
32547,Ruvuma
32548,Lindi
32552,Arusha
32555,Tanga
32559,Mtwara
32560,Iringa
32561,Singida
32562,Dar es Salaam
32563,Kilimanjaro
32569,Kilimanjaro
32571,Singida
32572,Arusha
32573,Kilimanjaro
32582,Pwani
32583,Mtwara
32585,Manyara
32586,Morogoro
32590,Pwani
32591,Morogoro
32593,Ruvuma
32594,Morogoro
32595,Morogoro
32596,Lindi
32597,Pwani
32598,Tanga
32600,Morogoro
32602,Mtwara
32605,Lindi
32607,Morogoro
32609,Ruvuma
32611,Arusha
32612,Tanga
32615,Kigoma
32619,Rukwa
32620,Arusha
32622,Pwani
32624,Iringa
32625,Kilimanjaro
32626,Kigoma
32627,Manyara
32628,Kilimanjaro
32629,Iringa
32638,Morogoro
32640,Kigoma
32645,Kilimanjaro
32646,Pwani
32648,Morogoro
32650,Manyara
32653,Kigoma
32656,Iringa
32658,Singida
32663,Tanga
32664,Tanga
32667,Arusha
32669,Kilimanjaro
32673,Iringa
32675,Morogoro
32676,Pwani
32677,Arusha
32680,Kilimanjaro
32682,Ruvuma
32688,Morogoro
32689,Dar es Salaam
32690,Kilimanjaro
32691,Iringa
32692,Lindi
32696,Morogoro
32697,Iringa
32700,Manyara
32704,Morogoro
32705,Manyara
32710,Iringa
32714,Arusha
32719,Lindi
32722,Iringa
32724,Lindi
32726,Tanga
32727,Iringa
32728,Kilimanjaro
32731,Pwani
32735,Pwani
32736,Iringa
32737,Manyara
32738,Iringa
32739,Iringa
32740,Pwani
32741,Arusha
32743,Arusha
32744,Manyara
32746,Morogoro
32748,Arusha
32749,Arusha
32751,Tanga
32754,Kilimanjaro
32755,Rukwa
32756,Lindi
32757,Ruvuma
32759,Kigoma
32761,Kilimanjaro
32762,Mtwara
32764,Kilimanjaro
32765,Singida
32771,Rukwa
32773,Kilimanjaro
32776,Singida
32778,Ruvuma
32779,Morogoro
32782,Manyara
32783,Tanga
32784,Tanga
32786,Iringa
32790,Kilimanjaro
32792,Iringa
32796,Morogoro
32798,Mara
32799,Kilimanjaro
32802,Pwani
32806,Arusha
32807,Kigoma
32810,Arusha
32812,Mtwara
32815,Iringa
32818,Kilimanjaro
32822,Morogoro
32823,Kigoma
32824,Iringa
32827,Tanga
32832,Iringa
32835,Singida
32840,Morogoro
32842,Kigoma
32844,Ruvuma
32845,Tanga
32846,Kilimanjaro
32848,Lindi
32850,Manyara
32855,Kigoma
32858,Morogoro
32862,Lindi
32864,Manyara
32865,Tanga
32866,Arusha
32867,Mara
32869,Iringa
32872,Iringa
32873,Tanga
32874,Mara
32875,Kilimanjaro
32876,Pwani
32877,Rukwa
32878,Pwani
32879,Kigoma
32883,Mara
32884,Morogoro
32885,Ruvuma
32890,Kilimanjaro
32891,Singida
32895,Kigoma
32896,Kilimanjaro
32897,Manyara
32898,Iringa
32899,Kilimanjaro
32901,Lindi
32904,Morogoro
32905,Rukwa
32909,Kilimanjaro
32910,Morogoro
32913,Arusha
32914,Manyara
32915,Arusha
32917,Pwani
32918,Tanga
32919,Singida
32920,Ruvuma
32922,Mtwara
32926,Tanga
32927,Mara
32928,Singida
32929,Tanga
32935,Rukwa
32939,Dar es Salaam
32941,Arusha
32943,Pwani
32944,Iringa
32947,Iringa
32948,Arusha
32953,Manyara
32954,Rukwa
32958,Pwani
32959,Kigoma
32961,Iringa
32963,Arusha
32968,Mwanza
32969,Manyara
32970,Kigoma
32971,Kigoma
32972,Singida
32975,Ruvuma
32978,Iringa
32980,Pwani
32981,Singida
32983,Kigoma
32989,Iringa
32991,Pwani
32995,Morogoro
32996,Kilimanjaro
32998,Tanga
33001,Tanga
33007,Singida
33008,Morogoro
33011,Singida
33012,Iringa
33013,Kilimanjaro
33015,Tanga
33016,Morogoro
33017,Kilimanjaro
33019,Rukwa
33022,Rukwa
33023,Iringa
33025,Pwani
33026,Iringa
33028,Pwani
33029,Iringa
33032,Manyara
33033,Arusha
33034,Arusha
33037,Tanga
33042,Iringa
33044,Dar es Salaam
33046,Kigoma
33049,Mtwara
33051,Morogoro
33052,Manyara
33053,Iringa
33057,Morogoro
33058,Dar es Salaam
33060,Manyara
33062,Morogoro
33065,Lindi
33066,Mara
33068,Iringa
33069,Pwani
33070,Morogoro
33072,Kigoma
33074,Rukwa
33075,Manyara
33076,Tanga
33081,Ruvuma
33082,Iringa
33085,Morogoro
33086,Lindi
33087,Lindi
33089,Kilimanjaro
33092,Kilimanjaro
33095,Singida
33102,Kilimanjaro
33103,Tanga
33104,Morogoro
33106,Pwani
33108,Manyara
33109,Kilimanjaro
33112,Morogoro
33113,Lindi
33114,Iringa
33115,Ruvuma
33117,Kilimanjaro
33118,Ruvuma
33120,Manyara
33121,Manyara
33123,Pwani
33124,Kilimanjaro
33126,Rukwa
33127,Ruvuma
33130,Manyara
33134,Morogoro
33136,Kigoma
33137,Morogoro
33138,Tanga
33139,Lindi
33142,Kilimanjaro
33144,Pwani
33145,Tanga
33147,Iringa
33148,Manyara
33150,Iringa
33151,Pwani
33153,Kilimanjaro
33156,Ruvuma
33158,Kigoma
33160,Morogoro
33162,Tanga
33166,Singida
33168,Pwani
33170,Arusha
33172,Ruvuma
33173,Lindi
33174,Mtwara
33178,Rukwa
33181,Kilimanjaro
33186,Kigoma
33187,Dar es Salaam
33188,Singida
33192,Arusha
33194,Kigoma
33195,Iringa
33197,Kilimanjaro
33198,Iringa
33204,Kilimanjaro
33205,Mara
33206,Lindi
33208,Lindi
33209,Tanga
33210,Kigoma
33211,Ruvuma
33214,Kilimanjaro
33215,Morogoro
33218,Tanga
33219,Singida
33220,Arusha
33221,Morogoro
33223,Iringa
33225,Iringa
33226,Tanga
33227,Pwani
33230,Kilimanjaro
33231,Arusha
33233,Kigoma
33234,Kilimanjaro
33235,Singida
33238,Kigoma
33239,Mtwara
33242,Morogoro
33243,Ruvuma
33245,Rukwa
33246,Morogoro
33248,Iringa
33249,Arusha
33250,Kilimanjaro
33251,Morogoro
33252,Ruvuma
33255,Tanga
33256,Arusha
33258,Iringa
33259,Kigoma
33262,Rukwa
33264,Kilimanjaro
33265,Iringa
33270,Morogoro
33271,Iringa
33275,Lindi
33276,Tanga
33280,Morogoro
33285,Rukwa
33286,Kilimanjaro
33288,Iringa
33289,Morogoro
33291,Singida
33292,Tanga
33295,Iringa
33298,Rukwa
33299,Mara
33303,Kigoma
33305,Rukwa
33306,Pwani
33307,Pwani
33308,Mwanza
33311,Manyara
33313,Mtwara
33314,Kilimanjaro
33316,Pwani
33317,Iringa
33318,Mara
33320,Iringa
33322,Kigoma
33323,Kilimanjaro
33324,Rukwa
33327,Kilimanjaro
33336,Pwani
33338,Kilimanjaro
33339,Mara
33340,Pwani
33344,Morogoro
33346,Iringa
33349,Rukwa
33353,Kigoma
33354,Morogoro
33357,Arusha
33358,Tanga
33362,Morogoro
33363,Kilimanjaro
33364,Rukwa
33367,Morogoro
33373,Morogoro
33374,Morogoro
33376,Tanga
33377,Kigoma
33379,Manyara
33380,Mtwara
33384,Tanga
33386,Rukwa
33390,Ruvuma
33391,Iringa
33396,Morogoro
33397,Rukwa
33400,Morogoro
33403,Morogoro
33404,Kigoma
33405,Kigoma
33413,Ruvuma
33415,Rukwa
33418,Ruvuma
33419,Iringa
33420,Kilimanjaro
33422,Kigoma
33423,Pwani
33425,Ruvuma
33428,Ruvuma
33429,Iringa
33430,Kilimanjaro
33436,Kilimanjaro
33438,Mtwara
33442,Morogoro
33445,Iringa
33448,Kilimanjaro
33449,Tanga
33450,Arusha
33453,Iringa
33455,Iringa
33461,Rukwa
33462,Arusha
33463,Kilimanjaro
33464,Manyara
33469,Morogoro
33470,Ruvuma
33471,Arusha
33474,Iringa
33475,Morogoro
33476,Iringa
33479,Morogoro
33482,Tanga
33485,Morogoro
33487,Morogoro
33488,Kigoma
33489,Kigoma
33491,Manyara
33492,Rukwa
33496,Mara
33497,Mtwara
33498,Kigoma
33499,Tanga
33502,Rukwa
33508,Kilimanjaro
33509,Arusha
33510,Rukwa
33511,Singida
33512,Morogoro
33516,Morogoro
33517,Singida
33524,Rukwa
33527,Mtwara
33529,Manyara
33532,Kigoma
33535,Ruvuma
33540,Pwani
33541,Iringa
33544,Kilimanjaro
33545,Tanga
33546,Kigoma
33547,Dar es Salaam
33548,Iringa
33549,Ruvuma
33552,Manyara
33553,Tanga
33556,Arusha
33557,Arusha
33558,Iringa
33561,Iringa
33565,Mtwara
33569,Mwanza
33571,Manyara
33572,Ruvuma
33574,Arusha
33575,Singida
33576,Pwani
33577,Manyara
33578,Rukwa
33581,Arusha
33582,Ruvuma
33584,Kilimanjaro
33588,Kilimanjaro
33589,Iringa
33590,Singida
33591,Kilimanjaro
33592,Ruvuma
33596,Kilimanjaro
33597,Iringa
33600,Iringa
33603,Kilimanjaro
33606,Rukwa
33607,Kilimanjaro
33610,Iringa
33616,Lindi
33617,Arusha
33618,Iringa
33624,Kilimanjaro
33626,Pwani
33627,Morogoro
33630,Ruvuma
33632,Tanga
33634,Arusha
33635,Kilimanjaro
33636,Tanga
33638,Iringa
33639,Pwani
33640,Iringa
33641,Iringa
33642,Singida
33644,Singida
33645,Mtwara
33648,Singida
33650,Mara
33653,Morogoro
33654,Ruvuma
33655,Morogoro
33656,Mtwara
33659,Morogoro
33662,Iringa
33666,Tanga
33667,Iringa
33669,Iringa
33675,Iringa
33677,Kigoma
33680,Iringa
33682,Pwani
33685,Rukwa
33686,Morogoro
33687,Iringa
33688,Singida
33689,Lindi
33693,Ruvuma
33695,Lindi
33699,Tanga
33701,Iringa
33702,Arusha
33705,Kilimanjaro
33708,Morogoro
33710,Iringa
33711,Iringa
33712,Rukwa
33713,Morogoro
33715,Morogoro
33717,Ruvuma
33720,Iringa
33721,Kigoma
33722,Morogoro
33723,Kilimanjaro
33727,Kilimanjaro
33729,Morogoro
33732,Mtwara
33734,Kilimanjaro
