,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,pop_categ
13298,2122,Iringa,0,TRUE,FALSE,24,gravity,wua,monthly,good,enough,spring,communal standpipe,functional,First
13299,112,Pwani,20,TRUE,TRUE,37,mono,parastatal,monthly,good,insufficient,river/lake,communal standpipe,non functional,First
13300,0,Morogoro,850,TRUE,TRUE,18,swn 80,vwc,annually,good,seasonal,shallow well,hand pump,non functional,Fourth
13301,1394,Iringa,50,TRUE,TRUE,29,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Second
13302,1619,Iringa,120,TRUE,FALSE,5,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
13303,374,Morogoro,1,FALSE,TRUE,4,submersible,private operator,never pay,salty,insufficient,borehole,communal standpipe,non functional,First
13304,383,Morogoro,1,FALSE,TRUE,4,submersible,private operator,per bucket,salty,insufficient,borehole,communal standpipe,functional needs repair,First
13305,275,Morogoro,150,TRUE,TRUE,9,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Third
13306,-11,Mtwara,300,TRUE,TRUE,7,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,non functional,Third
13307,1357,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
13308,1254,Kigoma,950,TRUE,TRUE,36,gravity,water board,annually,good,enough,river/lake,communal standpipe,functional,Fourth
13309,237,Morogoro,300,TRUE,TRUE,8,india mark ii,vwc,never pay,good,insufficient,shallow well,hand pump,non functional,Third
13310,2019,Iringa,0,TRUE,FALSE,10,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
13311,1727,Iringa,0,TRUE,FALSE,7,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,First
13312,272,Pwani,600,TRUE,FALSE,14,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional,Fourth
13313,1039,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional,First
13314,1651,Iringa,0,FALSE,TRUE,13,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional,First
13315,831,Ruvuma,250,TRUE,FALSE,11,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,non functional,Third
13316,1638,Iringa,250,TRUE,FALSE,5,rope pump,water board,on failure,good,enough,borehole,hand pump,non functional,Third
13317,161,Lindi,1,FALSE,FALSE,7,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional,First
13318,1556,Iringa,1,TRUE,TRUE,5,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional,First
13319,2112,Iringa,40,TRUE,TRUE,7,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,Second
13320,252,Morogoro,500,TRUE,TRUE,30,swn 80,vwc,monthly,good,enough,shallow well,hand pump,functional,Fourth
13321,1782,Rukwa,700,TRUE,TRUE,31,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,Fourth
13322,1178,Manyara,72,TRUE,TRUE,15,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Second
13323,369,Morogoro,100,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,non functional,Second
13324,1358,Shinyanga,500,TRUE,FALSE,10,nira/tanira,wug,never pay,good,enough,shallow well,hand pump,functional,Fourth
13325,-3,Tanga,100,TRUE,FALSE,40,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13326,261,Pwani,22,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,non functional,Second
13327,1526,Kigoma,540,TRUE,TRUE,12,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
13328,119,Morogoro,400,TRUE,TRUE,5,submersible,vwc,monthly,salty,insufficient,borehole,communal standpipe,non functional,Fourth
13329,563,Mtwara,500,TRUE,FALSE,25,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional,Fourth
13330,920,Kilimanjaro,42,TRUE,TRUE,2,gravity,water board,per bucket,good,insufficient,spring,communal standpipe,functional needs repair,Second
13331,1330,Iringa,154,TRUE,TRUE,35,gravity,wua,monthly,good,insufficient,river/lake,communal standpipe,functional,Third
13332,953,Kigoma,400,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
13333,534,Morogoro,350,TRUE,TRUE,31,swn 80,vwc,never pay,good,enough,shallow well,hand pump,functional,Fourth
13334,81,Pwani,1,TRUE,TRUE,3,mono,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,First
13335,1009,Ruvuma,250,TRUE,FALSE,5,swn 80,wug,on failure,good,insufficient,shallow well,hand pump,functional,Third
13336,1753,Arusha,150,TRUE,TRUE,23,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional,Third
13337,1252,Kilimanjaro,140,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Third
13338,929,Morogoro,400,TRUE,TRUE,17,swn 80,vwc,never pay,good,enough,shallow well,hand pump,non functional,Fourth
13339,305,Morogoro,250,TRUE,TRUE,17,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional,Third
13340,90,Pwani,200,TRUE,FALSE,5,submersible,private operator,never pay,salty,enough,borehole,communal standpipe,non functional,Third
13341,2101,Arusha,150,TRUE,TRUE,23,gravity,vwc,on failure,good,insufficient,spring,communal standpipe,functional,Third
13342,465,Ruvuma,1,TRUE,FALSE,14,swn 80,vwc,monthly,good,enough,borehole,hand pump,functional,First
13343,1999,Iringa,0,TRUE,FALSE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
13344,527,Kilimanjaro,120,TRUE,TRUE,46,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional needs repair,Second
13345,2161,Iringa,50,TRUE,TRUE,15,gravity,vwc,annually,good,insufficient,spring,communal standpipe,functional,Second
13346,1222,Iringa,1,TRUE,TRUE,16,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
13347,60,Pwani,1,TRUE,FALSE,17,submersible,wug,never pay,good,enough,borehole,communal standpipe,functional,First
13348,113,Pwani,50,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13349,985,Ruvuma,0,TRUE,TRUE,4,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional,First
13350,512,Morogoro,90,TRUE,TRUE,5,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,functional,Second
13351,1375,Tanga,1,TRUE,TRUE,44,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
13352,553,Tanga,1500,FALSE,TRUE,16,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Fourth
13353,1494,Kilimanjaro,140,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
13354,1115,Kilimanjaro,45,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
13355,604,Ruvuma,1,TRUE,FALSE,14,other handpump,vwc,on failure,good,enough,borehole,hand pump,non functional,First
13356,1716,Iringa,115,TRUE,FALSE,21,gravity,vwc,on failure,good,dry,spring,communal standpipe,non functional,Second
13357,1474,Arusha,200,TRUE,TRUE,3,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
13358,254,Morogoro,120,TRUE,TRUE,29,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,non functional,Second
13359,995,Kigoma,170,TRUE,TRUE,8,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional,Third
13360,390,Morogoro,1,TRUE,TRUE,35,swn 80,vwc,never pay,salty,dry,shallow well,hand pump,non functional,First
13361,513,Ruvuma,90,FALSE,TRUE,21,gravity,vwc,monthly,good,dry,spring,communal standpipe,non functional,Second
13362,1170,Manyara,120,TRUE,TRUE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Second
13363,1525,Kilimanjaro,1,TRUE,TRUE,39,gravity,company,never pay,good,enough,spring,communal standpipe,non functional,First
13364,873,Ruvuma,90,TRUE,TRUE,25,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional,Second
13365,335,Mtwara,320,TRUE,TRUE,31,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional,Fourth
13366,4,Pwani,1,TRUE,TRUE,39,mono,vwc,never pay,good,dry,borehole,communal standpipe,non functional,First
13367,1588,Kilimanjaro,1,TRUE,TRUE,11,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
13368,1614,Manyara,1114,TRUE,TRUE,10,gravity,parastatal,never pay,good,insufficient,spring,communal standpipe,functional,Fourth
13369,1431,Singida,456,TRUE,TRUE,7,submersible,wua,per bucket,good,enough,borehole,communal standpipe,non functional,Fourth
13370,-48,Dar es Salaam,120,TRUE,FALSE,13,mono,wug,per bucket,salty,seasonal,borehole,communal standpipe,functional,Second
13371,628,Ruvuma,1,TRUE,FALSE,17,swn 80,vwc,annually,good,enough,borehole,hand pump,functional,First
13372,536,Ruvuma,1,TRUE,FALSE,21,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,First
13373,252,Morogoro,150,TRUE,TRUE,16,swn 80,vwc,never pay,colored,enough,shallow well,hand pump,functional,Third
13374,834,Kigoma,320,TRUE,TRUE,21,afridev,vwc,monthly,good,enough,borehole,hand pump,functional,Fourth
13375,517,Morogoro,1,TRUE,TRUE,27,gravity,vwc,never pay,good,enough,borehole,communal standpipe,non functional,First
13376,1304,Kilimanjaro,250,TRUE,FALSE,31,gravity,wua,never pay,good,insufficient,spring,communal standpipe,non functional,Third
13377,711,Kilimanjaro,1000,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional,Fourth
13378,1440,Manyara,189,TRUE,TRUE,7,nira/tanira,vwc,annually,good,enough,shallow well,hand pump,functional,Third
13379,1874,Iringa,47,TRUE,FALSE,8,gravity,wua,annually,good,enough,spring,communal standpipe,functional,Second
13380,717,Ruvuma,250,TRUE,TRUE,24,india mark ii,vwc,on failure,good,seasonal,shallow well,hand pump,functional,Third
13381,977,Kigoma,400,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
13382,391,Morogoro,250,TRUE,TRUE,17,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Third
13383,470,Morogoro,80,TRUE,TRUE,9,swn 80,vwc,never pay,good,enough,shallow well,hand pump,functional,Second
13384,1532,Ruvuma,0,TRUE,TRUE,37,submersible,vwc,annually,good,enough,river/lake,communal standpipe,functional,First
13385,1148,Iringa,86,TRUE,FALSE,27,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
13386,1482,Kigoma,750,TRUE,TRUE,25,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
13387,1393,Iringa,75,TRUE,FALSE,14,other handpump,vwc,annually,good,enough,river/lake,communal standpipe,functional,Second
13388,1547,Manyara,243,TRUE,TRUE,10,submersible,vwc,never pay,salty,dry,rainwater harvesting,communal standpipe,non functional,Third
13389,1287,Kigoma,250,TRUE,TRUE,11,gravity,private operator,never pay,good,insufficient,spring,communal standpipe,functional,Third
13390,18,Lindi,300,TRUE,TRUE,20,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,functional,Third
13391,344,Mtwara,1,TRUE,TRUE,20,submersible,vwc,never pay,good,seasonal,borehole,communal standpipe,non functional,First
13392,1659,Iringa,50,TRUE,FALSE,41,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Second
13393,42,Pwani,400,TRUE,TRUE,5,mono,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Fourth
13394,1186,Arusha,200,TRUE,TRUE,1,gravity,parastatal,on failure,good,insufficient,river/lake,communal standpipe,functional,Third
13395,1855,Iringa,1,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,First
13396,970,Manyara,240,TRUE,TRUE,1,swn 80,vwc,per bucket,good,enough,borehole,hand pump,functional,Third
13397,298,Morogoro,300,TRUE,TRUE,17,swn 80,vwc,never pay,good,enough,shallow well,hand pump,non functional,Third
13398,304,Morogoro,280,TRUE,TRUE,18,gravity,wug,never pay,good,enough,river/lake,communal standpipe,functional,Third
13399,1527,Kilimanjaro,1,TRUE,TRUE,11,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
13400,1923,Iringa,0,TRUE,FALSE,13,swn 80,vwc,never pay,good,enough,shallow well,hand pump,functional,First
13401,634,Kilimanjaro,80,TRUE,TRUE,8,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional needs repair,Second
13402,1657,Iringa,36,TRUE,TRUE,35,gravity,wua,on failure,good,enough,river/lake,communal standpipe,functional,Second
13403,1846,Iringa,53,TRUE,TRUE,3,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Second
13404,-37,Pwani,1,TRUE,TRUE,7,mono,vwc,per bucket,good,enough,borehole,communal standpipe,non functional,First
13405,1005,Ruvuma,0,TRUE,TRUE,27,india mark ii,vwc,monthly,good,seasonal,shallow well,hand pump,functional,First
13406,1674,Arusha,150,TRUE,TRUE,23,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional,Third
13407,997,Kigoma,300,TRUE,TRUE,28,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Third
13408,1106,Kilimanjaro,50,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,Second
13409,381,Morogoro,40,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Second
13410,1327,Manyara,600,TRUE,TRUE,7,submersible,vwc,per bucket,salty,insufficient,borehole,communal standpipe,non functional,Fourth
13411,449,Mtwara,230,TRUE,FALSE,25,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional,Third
13412,964,Arusha,200,TRUE,TRUE,2,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional,Third
13413,750,Ruvuma,450,TRUE,FALSE,17,swn 80,wug,monthly,good,enough,shallow well,hand pump,non functional,Fourth
13414,298,Pwani,28,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional,Second
13415,-14,Pwani,1,FALSE,TRUE,4,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional,First
13416,464,Morogoro,130,TRUE,TRUE,37,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,functional needs repair,Second
13417,1154,Rukwa,150,TRUE,TRUE,23,india mark ii,vwc,on failure,good,insufficient,borehole,hand pump,functional,Third
13418,1374,Kilimanjaro,40,TRUE,FALSE,6,gravity,wua,monthly,good,insufficient,spring,communal standpipe,functional,Second
13419,309,Mtwara,230,TRUE,FALSE,6,india mark ii,vwc,never pay,good,insufficient,borehole,hand pump,non functional,Third
13420,1556,Iringa,75,TRUE,TRUE,38,gravity,wua,monthly,good,dry,river/lake,communal standpipe,non functional,Second
13421,1244,Kigoma,1500,TRUE,FALSE,25,other handpump,water board,monthly,good,enough,borehole,hand pump,non functional,Fourth
13422,-45,Mtwara,1000,TRUE,TRUE,2,nira/tanira,vwc,per bucket,good,enough,shallow well,hand pump,functional,Fourth
13423,347,Tanga,400,TRUE,FALSE,5,afridev,vwc,never pay,salty,enough,shallow well,hand pump,functional,Fourth
13424,1995,Iringa,600,TRUE,TRUE,7,gravity,vwc,per bucket,good,enough,borehole,communal standpipe,non functional,Fourth
13425,1024,Rukwa,1000,TRUE,TRUE,21,afridev,vwc,per bucket,good,enough,borehole,hand pump,functional,Fourth
13426,525,Ruvuma,95,TRUE,TRUE,21,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
13427,251,Morogoro,50,TRUE,TRUE,18,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Second
13428,1595,Manyara,897,TRUE,TRUE,8,gravity,parastatal,never pay,good,dry,spring,communal standpipe,non functional,Fourth
13429,343,Mtwara,1,TRUE,TRUE,31,submersible,vwc,never pay,good,dry,borehole,communal standpipe,non functional,First
13430,1014,Ruvuma,0,TRUE,TRUE,29,gravity,vwc,on failure,good,dry,spring,communal standpipe,non functional,First
13431,1449,Tanga,1,TRUE,TRUE,10,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
13432,248,Lindi,350,TRUE,TRUE,35,mono,vwc,per bucket,salty,enough,borehole,communal standpipe,functional,Fourth
13433,450,Mtwara,270,TRUE,TRUE,41,submersible,water board,per bucket,good,enough,spring,communal standpipe,functional,Third
13434,702,Manyara,150,TRUE,TRUE,38,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional,Third
13435,410,Morogoro,1,TRUE,TRUE,17,swn 80,vwc,annually,salty,insufficient,shallow well,hand pump,functional,First
13436,1298,Kigoma,90,TRUE,TRUE,23,gravity,water board,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair,Second
13437,1542,Iringa,20,TRUE,FALSE,5,gravity,water board,on failure,good,enough,spring,communal standpipe,functional,First
13438,267,Morogoro,320,TRUE,TRUE,15,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional,Fourth
13439,1359,Arusha,4000,TRUE,TRUE,14,gravity,vwc,on failure,good,enough,river/lake,cattle trough,functional,Fourth
13440,1321,Kigoma,450,TRUE,FALSE,3,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
13441,1677,Mara,4000,FALSE,TRUE,17,afridev,private operator,per bucket,good,enough,shallow well,hand pump,functional,Fourth
13442,301,Morogoro,1,TRUE,TRUE,18,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional,First
13443,685,Iringa,1,TRUE,TRUE,3,gravity,vwc,per bucket,salty,enough,spring,communal standpipe,functional,First
13444,1423,Shinyanga,250,FALSE,FALSE,4,nira/tanira,wug,never pay,good,enough,shallow well,hand pump,functional,Third
13445,1727,Iringa,45,TRUE,TRUE,39,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Second
13446,991,Arusha,150,TRUE,TRUE,4,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional,Third
13447,0,Morogoro,789,TRUE,TRUE,15,swn 80,vwc,per bucket,good,insufficient,shallow well,hand pump,functional,Fourth
13448,674,Kilimanjaro,225,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional,Third
13449,1980,Iringa,15,TRUE,FALSE,7,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
