,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
11540,505,Morogoro,300,TRUE,TRUE,39,gravity,company,never pay,good,enough,river/lake,communal standpipe,non functional
11541,2262,Iringa,0,TRUE,FALSE,30,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11542,0,Tanga,1,TRUE,FALSE,24,swn 80,vwc,never pay,salty,insufficient,shallow well,hand pump,functional
11543,1022,Ruvuma,120,TRUE,TRUE,28,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
11544,8,Pwani,72,TRUE,TRUE,30,submersible,vwc,monthly,good,enough,river/lake,communal standpipe,non functional
11545,334,Morogoro,1,TRUE,TRUE,31,swn 80,vwc,monthly,salty,insufficient,shallow well,hand pump,functional
11546,1918,Rukwa,1,FALSE,TRUE,37,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
11547,1942,Iringa,0,TRUE,TRUE,13,swn 80,vwc,never pay,good,insufficient,borehole,hand pump,functional
11548,1492,Singida,150,TRUE,TRUE,9,afridev,wug,never pay,good,enough,borehole,hand pump,functional
11549,686,Arusha,250,TRUE,TRUE,8,gravity,private operator,never pay,good,insufficient,spring,communal standpipe,non functional
11550,852,Morogoro,25,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
11551,1753,Manyara,469,TRUE,TRUE,18,swn 80,parastatal,never pay,good,enough,borehole,hand pump,functional
11552,1324,Iringa,53,TRUE,TRUE,35,gravity,wua,on failure,good,dry,river/lake,communal standpipe,non functional
11553,912,Ruvuma,750,TRUE,TRUE,18,india mark ii,vwc,on failure,good,dry,shallow well,hand pump,non functional
11554,338,Mtwara,300,TRUE,FALSE,23,submersible,vwc,never pay,good,enough,borehole,communal standpipe,functional needs repair
11555,962,Kilimanjaro,1,TRUE,TRUE,1,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
11556,1252,Kilimanjaro,1,TRUE,TRUE,10,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
11557,1851,Iringa,125,TRUE,TRUE,4,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
11558,965,Manyara,365,TRUE,TRUE,5,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional
11559,1711,Manyara,188,TRUE,TRUE,7,mono,vwc,per bucket,good,enough,borehole,communal standpipe,functional
11560,1412,Kilimanjaro,75,TRUE,TRUE,4,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
11561,1519,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
11562,1548,Tanga,1,TRUE,TRUE,6,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11563,387,Tanga,1,TRUE,TRUE,38,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11564,136,Pwani,50,FALSE,TRUE,3,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,non functional
11565,1783,Tanga,1,TRUE,TRUE,21,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11566,715,Kilimanjaro,200,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional
11567,1056,Morogoro,230,TRUE,TRUE,16,swn 80,vwc,on failure,good,enough,shallow well,hand pump,functional
11568,426,Morogoro,250,TRUE,TRUE,37,swn 80,vwc,monthly,good,insufficient,shallow well,hand pump,functional
11569,320,Morogoro,250,TRUE,TRUE,16,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
11570,2020,Iringa,15,TRUE,TRUE,7,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
11571,1249,Kilimanjaro,100,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
11572,1031,Ruvuma,4000,TRUE,TRUE,23,india mark ii,vwc,per bucket,good,seasonal,shallow well,hand pump,functional
11573,158,Pwani,800,TRUE,FALSE,5,afridev,vwc,per bucket,salty,enough,borehole,hand pump,functional
11574,1456,Kilimanjaro,1,TRUE,TRUE,1,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
11575,1040,Ruvuma,0,TRUE,TRUE,29,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
11576,609,Ruvuma,1,FALSE,FALSE,2,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional
11577,1490,Kilimanjaro,1,TRUE,TRUE,33,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional
11578,1659,Kilimanjaro,1,TRUE,TRUE,14,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
11579,2004,Iringa,0,FALSE,FALSE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
11580,1829,Kilimanjaro,1,TRUE,TRUE,4,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
11581,1991,Iringa,10,TRUE,TRUE,4,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional
11582,366,Morogoro,20,TRUE,TRUE,25,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
11583,1707,Rukwa,1,TRUE,FALSE,24,swn 80,vwc,annually,good,enough,borehole,hand pump,non functional
11584,796,Kigoma,220,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,non functional
11585,87,Tanga,250,FALSE,FALSE,40,submersible,vwc,never pay,salty,insufficient,borehole,communal standpipe,non functional
11586,1334,Kilimanjaro,75,TRUE,TRUE,7,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
11587,0,Tanga,467,TRUE,TRUE,6,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,non functional
11588,1107,Ruvuma,600,TRUE,FALSE,4,swn 80,wug,never pay,good,insufficient,shallow well,hand pump,functional
11589,1456,Kilimanjaro,1,TRUE,TRUE,3,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional
11590,923,Iringa,1,TRUE,TRUE,12,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
11591,1294,Ruvuma,120,TRUE,TRUE,20,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
11592,344,Morogoro,350,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
11593,1401,Kilimanjaro,1,TRUE,TRUE,1,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
11594,1067,Tanga,1,TRUE,TRUE,8,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
11595,1065,Kilimanjaro,500,TRUE,TRUE,3,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
11596,1617,Kilimanjaro,140,TRUE,TRUE,5,gravity,vwc,annually,good,insufficient,spring,communal standpipe,functional needs repair
11597,498,Kilimanjaro,210,TRUE,TRUE,2,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,non functional
11598,1736,Tanga,1,TRUE,TRUE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11599,1624,Iringa,1,TRUE,TRUE,10,swn 80,vwc,never pay,good,enough,borehole,hand pump,functional
11600,2099,Iringa,30,TRUE,FALSE,10,submersible,vwc,monthly,good,enough,river/lake,communal standpipe,functional
11601,2112,Iringa,0,TRUE,FALSE,23,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
11602,886,Rukwa,250,TRUE,TRUE,2,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
11603,298,Morogoro,280,TRUE,TRUE,29,swn 80,wug,monthly,good,enough,shallow well,hand pump,functional
11604,1536,Kilimanjaro,40,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
11605,-23,Pwani,50,TRUE,TRUE,10,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional
11606,252,Morogoro,980,TRUE,TRUE,3,rope pump,vwc,never pay,salty,insufficient,shallow well,hand pump,functional
11607,1498,Arusha,150,TRUE,TRUE,23,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
11608,315,Morogoro,269,TRUE,TRUE,3,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional
11609,1199,Manyara,120,TRUE,TRUE,2,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11610,485,Tanga,1,TRUE,TRUE,40,gravity,vwc,monthly,good,enough,spring,communal standpipe,non functional
11611,512,Morogoro,250,TRUE,TRUE,38,gravity,company,never pay,good,enough,river/lake,communal standpipe,functional
11612,1075,Singida,125,TRUE,TRUE,9,submersible,wua,per bucket,good,enough,borehole,communal standpipe,functional
11613,432,Ruvuma,1,TRUE,FALSE,27,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair
11614,825,Morogoro,320,TRUE,TRUE,16,nira/tanira,vwc,on failure,good,enough,shallow well,hand pump,functional
11615,336,Pwani,1,TRUE,FALSE,28,gravity,vwc,never pay,good,dry,dam,communal standpipe,non functional
11616,-14,Dar es Salaam,15,TRUE,FALSE,13,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional
11617,1470,Rukwa,850,TRUE,FALSE,29,india mark ii,vwc,annually,salty,enough,borehole,hand pump,functional
11618,1542,Tanga,1,TRUE,TRUE,6,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11619,1300,Kilimanjaro,144,TRUE,TRUE,5,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
11620,1221,Mara,250,TRUE,TRUE,35,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,non functional
11621,-23,Tanga,100,TRUE,TRUE,28,gravity,vwc,monthly,good,insufficient,borehole,communal standpipe,functional
11622,-10,Pwani,15,FALSE,TRUE,17,mono,private operator,per bucket,good,enough,river/lake,communal standpipe,non functional
11623,1722,Iringa,1400,TRUE,TRUE,35,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11624,207,Tanga,200,TRUE,FALSE,42,gravity,vwc,monthly,salty,insufficient,borehole,communal standpipe,non functional
11625,1391,Kigoma,320,TRUE,TRUE,17,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional
11626,1269,Kigoma,300,TRUE,TRUE,23,gravity,water board,monthly,good,insufficient,river/lake,communal standpipe,non functional
11627,1689,Rukwa,100,TRUE,TRUE,5,gravity,private operator,never pay,good,insufficient,river/lake,communal standpipe,functional
11628,818,Morogoro,209,TRUE,TRUE,28,gravity,wug,monthly,good,enough,river/lake,communal standpipe,non functional
11629,1708,Rukwa,500,TRUE,FALSE,4,india mark ii,vwc,annually,good,insufficient,borehole,hand pump,functional
11630,1019,Manyara,400,TRUE,FALSE,5,gravity,vwc,never pay,good,insufficient,rainwater harvesting,communal standpipe,functional
11631,318,Morogoro,1,TRUE,TRUE,41,gravity,vwc,never pay,good,dry,river/lake,hand pump,non functional
11632,1657,Iringa,47,TRUE,FALSE,9,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
11633,345,Morogoro,288,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
11634,191,Pwani,1,TRUE,TRUE,4,mono,vwc,per bucket,good,insufficient,borehole,communal standpipe,non functional
11635,1536,Iringa,45,TRUE,TRUE,35,gravity,wua,monthly,good,dry,river/lake,communal standpipe,non functional
11636,338,Morogoro,1,TRUE,TRUE,34,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional
11637,1673,Iringa,769,TRUE,TRUE,9,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11638,26,Mtwara,200,FALSE,TRUE,3,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional
11639,1576,Manyara,354,TRUE,TRUE,6,gravity,water board,never pay,good,enough,spring,communal standpipe,functional
11640,1242,Kilimanjaro,80,TRUE,TRUE,11,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
11641,303,Tanga,60,TRUE,FALSE,5,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
11642,1489,Singida,86,TRUE,TRUE,6,afridev,wug,never pay,good,enough,borehole,hand pump,functional
11643,54,Pwani,300,TRUE,FALSE,7,gravity,vwc,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional
11644,2003,Arusha,150,TRUE,TRUE,31,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
11645,1797,Iringa,25,TRUE,TRUE,39,gravity,vwc,on failure,good,dry,river/lake,communal standpipe,non functional
11646,997,Kilimanjaro,30,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
11647,2273,Iringa,0,TRUE,FALSE,25,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
11648,195,Tanga,120,TRUE,FALSE,38,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
11649,1782,Iringa,55,TRUE,TRUE,43,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional
11650,403,Lindi,260,TRUE,TRUE,28,gravity,private operator,never pay,good,enough,spring,communal standpipe,non functional
11651,1039,Ruvuma,400,TRUE,TRUE,15,india mark ii,vwc,monthly,good,seasonal,shallow well,hand pump,functional
11652,114,Pwani,20,TRUE,TRUE,31,mono,private operator,per bucket,good,insufficient,river/lake,communal standpipe,non functional
11653,1530,Arusha,200,TRUE,TRUE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11654,284,Pwani,40,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,non functional
11655,21,Pwani,200,TRUE,FALSE,9,nira/tanira,vwc,never pay,good,dry,shallow well,hand pump,non functional
11656,313,Lindi,105,TRUE,TRUE,15,submersible,vwc,never pay,good,enough,borehole,communal standpipe,non functional
11657,1822,Iringa,125,TRUE,TRUE,4,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
11658,349,Morogoro,250,TRUE,TRUE,3,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional
11659,507,Morogoro,85,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
11660,2166,Iringa,20,TRUE,FALSE,10,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11661,1573,Iringa,40,TRUE,FALSE,3,nira/tanira,vwc,on failure,good,enough,borehole,hand pump,functional
11662,476,Morogoro,100,TRUE,TRUE,15,nira/tanira,vwc,on failure,good,enough,shallow well,hand pump,non functional
11663,1964,Iringa,100,TRUE,TRUE,38,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional
11664,1767,Manyara,184,TRUE,TRUE,4,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional
11665,1168,Mara,356,TRUE,FALSE,28,submersible,vwc,monthly,good,enough,river/lake,communal standpipe,non functional
11666,912,Ruvuma,1,TRUE,TRUE,24,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
11667,1531,Arusha,100,TRUE,TRUE,43,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional
11668,1161,Mwanza,450,TRUE,TRUE,17,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,non functional
11669,1223,Kilimanjaro,1,TRUE,TRUE,12,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
11670,106,Pwani,1,TRUE,TRUE,9,mono,vwc,per bucket,good,enough,borehole,communal standpipe,functional
11671,392,Tanga,1,TRUE,TRUE,12,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11672,1583,Singida,1,TRUE,TRUE,9,afridev,wug,never pay,good,enough,shallow well,hand pump,functional
11673,1971,Iringa,10,TRUE,FALSE,5,rope pump,vwc,never pay,good,enough,shallow well,hand pump,functional
11674,1372,Iringa,150,TRUE,FALSE,4,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
11675,1737,Iringa,2100,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
11676,1721,Arusha,120,TRUE,TRUE,4,gravity,vwc,per bucket,good,seasonal,river/lake,communal standpipe,functional
11677,1486,Arusha,150,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
11678,1707,Kilimanjaro,150,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
11679,1655,Iringa,80,TRUE,FALSE,7,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
11680,1711,Kilimanjaro,1,TRUE,TRUE,3,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional
11681,2177,Iringa,15,TRUE,FALSE,10,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
11682,1627,Iringa,40,TRUE,FALSE,4,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
11683,1701,Iringa,0,FALSE,TRUE,13,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,non functional
11684,1248,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
11685,416,Mtwara,312,TRUE,TRUE,31,submersible,vwc,per bucket,good,seasonal,borehole,communal standpipe,functional
11686,532,Kilimanjaro,230,TRUE,TRUE,46,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
11687,40,Pwani,1041,TRUE,FALSE,3,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional
11688,1221,Manyara,72,TRUE,TRUE,1,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional
11689,460,Morogoro,420,FALSE,TRUE,4,india mark ii,wug,never pay,salty,enough,shallow well,hand pump,functional
11690,1359,Kilimanjaro,100,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
11691,947,Ruvuma,0,TRUE,TRUE,26,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
11692,856,Kilimanjaro,420,TRUE,TRUE,30,submersible,water authority,per bucket,salty,insufficient,borehole,communal standpipe,functional needs repair
11693,222,Morogoro,600,TRUE,TRUE,8,afridev,vwc,never pay,good,insufficient,shallow well,hand pump,functional
11694,1522,Tanga,1,TRUE,TRUE,25,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
11695,1599,Iringa,40,TRUE,FALSE,4,nira/tanira,vwc,on failure,good,enough,borehole,hand pump,functional
11696,300,Morogoro,500,TRUE,TRUE,33,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
11697,410,Lindi,236,TRUE,TRUE,28,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,non functional
11698,358,Lindi,350,TRUE,TRUE,36,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional
11699,-4,Pwani,730,FALSE,TRUE,20,submersible,parastatal,monthly,good,enough,river/lake,communal standpipe,functional
11700,1505,Iringa,1,TRUE,TRUE,28,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
11701,1639,Manyara,400,TRUE,TRUE,13,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
